,基金代码,基金简称
5116,006759,银河乐活优萃混合
5117,006760,国金惠盈纯债C
5118,006761,银河家盈债券
5119,006762,国泰聚享纯债债券
5120,006763,汇添富养老2030混合(FOF)
5121,006764,景顺长城景泰鑫利纯债A
5122,006767,银河嘉裕债券
5123,006768,华安沪港深优选混合
5124,006769,长城研究精选混合
5125,006771,永赢合益债券
5126,006772,汇添富丰润中短债
5127,006773,国寿安保尊荣中短债债券A
5128,006774,国寿安保尊荣中短债债券C
5129,006775,前海开源优质成长混合
5130,006776,华夏鼎略债券A
5131,006777,华夏鼎略债券C
5132,006778,广发恒生中国企业(QDII)A
5133,006779,广发恒生中国企业(QDII)C
5134,006780,广发稳健策略混合
5135,006781,汇丰晋信港股通精选股票
5136,006782,国泰信利三个月定开债
5137,006783,红土创新中证500增强A
5138,006784,红土创新中证500增强C
5139,006785,东方量化多策略混合
5140,006786,泰康港股通大消费指数A
5141,006787,泰康港股通大消费指数C
5142,006788,金鹰添鑫定开债发起式
5143,006789,中信保诚景丰债券A
5144,006790,中信保诚景丰债券C
5145,006791,建信睿兴纯债债券
5146,006792,鹏华港美互联股票美元现汇
5147,006793,交银稳鑫短债债券A
5148,006794,交银稳鑫短债债券C
5149,006795,国泰裕祥三个月定开债
5150,006796,富国消费升级混合A
5151,006797,嘉实中短债债券A
5152,006798,嘉实中短债债券C
5153,006799,财通鸿运中短债债券A
5154,006800,财通鸿运中短债债券C
5155,006801,前海联合科技先锋混合A
5156,006802,前海联合科技先锋混合C
5157,006803,嘉实互通精选股票
5158,006804,富国短债债券型A
5159,006805,富国短债债券型C
5160,006806,西部利得添盈短债债券A
5161,006807,西部利得添盈短债债券C
5162,006808,西部利得添盈短债债券E
5163,006809,泰康香港银行指数A
5164,006810,泰康香港银行指数C
5165,006811,大成景盈债券A
5166,006812,大成惠福债券
5167,006813,博时汇悦回报混合
5168,006816,泰康港股通地产指数A
5169,006817,泰康港股通地产指数C
5170,006818,安信盈利驱动股票A
5171,006819,安信盈利驱动股票C
5172,006822,凯石湛混合A
5173,006823,凯石湛混合C
5174,006824,创金合信鑫日享短债债券A
5175,006825,创金合信鑫日享短债债券C
5176,006826,华宝宝裕债券A
5177,006827,中加瑞鑫纯债债券
5178,006828,银河久泰债券
5179,006829,鹏扬利沣短债A
5180,006830,鹏扬利沣短债C
5181,006831,鹏扬利沣短债E
5182,006832,鹏扬添利增强债券A
5183,006833,鹏扬添利增强债券C
5184,006834,工银尊享短债债券A
5185,006835,工银尊享短债债券C
5186,006836,永赢惠泽一年
5187,006837,银华信用四季红债券C
5188,006838,鑫元荣利三个月定开债
5189,006839,安信聚利增强债券A
5190,006840,安信聚利增强债券C
5191,006841,嘉实致享纯债债券
5192,006842,南方国利6个月定开债
5193,006843,中信建投睿溢混合C
5194,006844,中信建投稳利混合C
5195,006845,中信建投聚利混合C
5196,006846,中银福建国企债定开债A
5197,006847,中银福建国企债定开债C
5198,006848,博时中债5-10农发行A
5199,006849,博时中债5-10农发行C
5200,006850,永赢颐利债券
5201,006851,平安中短债债券E
5202,006852,永赢迅利中高等级短债A
5203,006853,中银汇享债券
5204,006854,人保鑫泽纯债A
5205,006855,人保鑫泽纯债C
5206,006856,银河丰泰3个月定开债券
5207,006857,蜂巢卓睿灵活配置混合A
5208,006858,蜂巢卓睿灵活配置混合C
5209,006859,易方达汇诚养老2033(FOF)
5210,006860,易方达汇诚养老2038(FOF)
5211,006861,招商和悦稳健养老(FOF)A
5212,006862,招商和悦稳健养老(FOF)C
5213,006863,国联安智能制造混合
5214,006864,国联安核心资产策略混合
5215,006865,泰康安惠纯债债券C
5216,006867,易方达丰华债券C
5217,006868,华夏科技成长股票
5218,006869,广发政策性金融债
5219,006870,广发景和中短债A
5220,006871,广发景和中短债C
5221,006872,长信颐天平衡养老(FOF)A
5222,006873,长信颐天平衡养老(FOF)C
5223,006874,创金合信恒兴中短债A
5224,006875,创金合信恒兴中短债C
5225,006876,国投瑞银稳健养老(FOF)A
5226,006877,天治量化核心精选混合A
5227,006878,天治量化核心精选混合C
5228,006879,华安智能生活混合A
5229,006880,交银安享稳健养老一年(FOF)
5230,006881,华宝大健康混合
5231,006882,华泰保兴健康消费A
5232,006883,华泰保兴健康消费C
5233,006884,汇添富AAA级信用纯债A
5234,006885,汇添富AAA级信用纯债C
5235,006886,工银养老2050混合(FOF)
5236,006887,诺德新生活混合A
5237,006888,诺德新生活混合C
5238,006889,平安惠鸿纯债债券
5239,006890,上投摩根领先优选混合
5240,006891,华夏养老2050五年(FOF)
5241,006892,新华鼎利债券C
5242,006893,汇添富丰利短债债券A
5243,006894,兴业养老2035(FOF)A
5244,006895,兴业养老2035(FOF)C
5245,006896,新华聚利债券A
5246,006897,新华聚利债券C
5247,006898,天弘弘丰增强回报债券A
5248,006899,天弘弘丰增强回报债券C
5249,006901,上银慧祥利债券A
5250,006902,长盛安鑫中短债A
5251,006903,长盛安鑫中短债C
5252,006904,泰康产业升级混合A
5253,006905,泰康产业升级混合C
5254,006906,创金合信鑫收益混合E
5255,006907,银华安鑫短债债券A
5256,006908,银华安鑫短债债券C
5257,006909,华夏战略新兴成指ETF联接A
5258,006910,华夏战略新兴成指ETF联接C
5259,006911,长江量化匠心甄选A
5260,006912,长城久泰沪深300指数C
5261,006913,南方华元A
5262,006914,南方华元C
5263,006915,南方亨元债券A
5264,006916,南方亨元债券C
5265,006917,上银慧祥利债券C
5266,006918,国联安安享稳健养老(FOF)
5267,006919,国寿安保泰和纯债债券
5268,006920,嘉实稳华纯债债券C
5269,006921,南方智诚混合
5270,006922,华宝宝裕债券C
5271,006923,前海开源沪港深非周期股票A
5272,006924,前海开源沪港深非周期股票C
5273,006925,永赢中债1-3年政金债指数
5274,006926,长城量化精选股票A
5275,006927,浙商汇金聚鑫定开债发起式
5276,006928,长城创业板指数增强C
5277,006929,博时富融纯债债券
5278,006930,泰康港股通TMT指数A
5279,006931,泰康港股通TMT指数C
5280,006932,平安0-3年政策性金融债A
5281,006933,平安0-3年政策性金融债C
5282,006934,平安3-5年政策性金融债A
5283,006935,平安3-5年政策性金融债C
5284,006936,华安安盛3个月定开债
5285,006937,工银沪深300指数C
5286,006938,鹏华中证500指数(LOF)C
5287,006939,鹏华沪深300指数(LOF)C
5288,006941,国泰惠盈纯债债券
5289,006942,华泰柏瑞量化明选A
5290,006943,华泰柏瑞量化明选C
5291,006944,永赢悦利债券
5292,006945,银河臻选多策略混合A
5293,006946,宝盈聚享定期开放债券
5294,006947,华宝中短债债券A
5295,006948,华宝中短债债券C
5296,006949,前海开源乾利定期开放债券
5297,006952,中银景元回报混合
5298,006953,华安安业债券A
5299,006954,华安安业债券C
5300,006955,国泰惠富纯债债券
5301,006956,鹏华永润一年定期开放债券
5302,006957,长江量化匠心甄选C
5303,006958,鹏华永融一年定期开放债券
5304,006959,浦银中债3-5年农发债指数A
5305,006960,浦银中债3-5年农发债指数C
5306,006961,南方7-10年国开债A
5307,006962,南方7-10年国开债C
5308,006963,中加颐瑾定开债券A
5309,006964,中加颐瑾定开债券C
5310,006965,财通安瑞短债债券A
5311,006966,财通安瑞短债债券C
5312,006967,财通行业龙头精选混合A
5313,006968,财通行业龙头精选混合C
5314,006969,圆信永丰高端制造混合
5315,006970,广发景利纯债
5316,006972,金鹰民安回报定开A
5317,006973,太平睿盈混合A
5318,006974,金鹰鑫日享债券A
5319,006975,金鹰鑫日享债券C
5320,006976,鹏华核心优势混合
5321,006977,农银汇理海棠三年定开混合
5322,006978,泰康安欣纯债债券A
5323,006979,泰康安欣纯债债券C
5324,006980,国寿安保泰恒纯债债券
5325,006981,中金新医药股票A
5326,006984,兴全恒瑞定开债券发起式
5327,006985,兴全恒裕债券A
5328,006986,平安季添盈定开债A
5329,006987,平安季添盈定开债C
5330,006988,平安季添盈定开债E
5331,006989,建信中短债纯债债券A
5332,006990,建信中短债纯债债券C
5333,006991,民生加银康宁养老(FOF)
5334,006992,嘉合锦创优势精选混合
5335,006993,鑫元承利三个月定开债
5336,006994,国泰瑞安三个月定期开放债券
5337,006995,南方惠利6个月定开债A
5338,006996,南方惠利6个月定开债C
5339,006997,平安惠添纯债债券
5340,006998,广发景兴中短债A
5341,006999,广发景兴中短债C
5342,007000,鹏华中债1-3年国开行债A
5343,007001,鹏华中债1-3年国开行债C
5344,007005,中金新医药股票C
5345,007008,中邮纯债优选一年定开债A
5346,007009,中邮纯债优选一年定开债C
5347,007010,国寿安保中债1-3年指数A
5348,007011,国寿安保中债1-3年指数C
5349,007012,湘财长顺混合发起式A
5350,007013,湘财长顺混合发起式C
5351,007014,嘉合磐泰短债债券A
5352,007015,嘉合磐泰短债债券C
5353,007016,富国睿泽回报混合
5354,007017,平安如意中短债A
5355,007018,平安如意中短债C
5356,007019,平安如意中短债E
5357,007020,华安添鑫中短债C
5358,007021,嘉实中债1-3政金债指数A
5359,007022,嘉实中债1-3政金债指数C
5360,007023,中银证券安泽债券A
5361,007024,中银证券安泽债券C
5362,007025,南方鑫利3个月定开债
5363,007026,建信中债1-3年国开债A
5364,007027,建信中债1-3年国开债C
5365,007028,易方达中证500ETF联接A
5366,007029,易方达中证500ETF联接C
5367,007032,平安可转债债券A
5368,007033,平安可转债债券C
5369,007034,中科沃土沃安中短利率C
5370,007035,中银中债1-3年期国开债指数
5371,007036,前海联合永兴纯债C
5372,007037,海富通聚合纯债
5373,007038,前海联合添惠纯债C
5374,007039,前海联合沪深300指数C
5375,007040,前海联合泳隆混合C
5376,007041,前海联合泳涛混合C
5377,007042,前海联合泳隽混合C
5378,007043,前海联合泓鑫混合C
5379,007044,博道沪深300指数增强A
5380,007045,博道沪深300指数增强C
5381,007046,方正富邦创新动力混合C
5382,007047,长城核心优势混合
5383,007048,平安安心灵活配置混合C
5384,007049,平安鑫安混合E
5385,007050,鑫元恒利三个月定开债
5386,007053,平安季开鑫定开债A
5387,007054,平安季开鑫定开债C
5388,007055,平安季开鑫定开债E
5389,007056,银华积极精选混合
5390,007057,中泰蓝月短债A
5391,007058,中泰蓝月短债C
5392,007059,汇添富养老2040五年持有混合(FOF)
5393,007060,汇添富养老2050混合(FOF)
5394,007061,中加聚盈四个月定开债A
5395,007062,中加聚盈四个月定开债C
5396,007063,长盛研发回报混合
5397,007064,浦银安盛上清所优选短融A
5398,007065,浦银安盛上清所优选短融C
5399,007066,浦银安盛先进制造混合A
5400,007067,浦银安盛先进制造混合C
5401,007068,浦银安盛普丰纯债债券A
5402,007069,浦银安盛普丰纯债债券C
5403,007070,博时颐泽稳健养老(FOF)A
5404,007071,博时颐泽稳健养老(FOF)C
5405,007072,民生加银鑫福混合C
5406,007073,海富通上清所短融债券C
5407,007074,国寿安保新蓝筹混合
5408,007075,富国产业债券C
5409,007076,汇添富中证医药ETF联接A
5410,007077,汇添富中证医药ETF联接C
5411,007078,工银3-5年国开债指数A
5412,007079,工银3-5年国开债指数C
5413,007080,建信中债5-10国开指数A
5414,007081,建信中债5-10国开指数C
5415,007082,平安高端制造混合A
5416,007083,平安高端制造混合C
5417,007084,天治转型升级混合
5418,007085,招商瑞庆混合C
5419,007086,永赢汇利六个月定开债
5420,007088,民生加银恒裕债券
5421,007089,国投中证500指数量化增强C
5422,007090,海富通养老混合(FOF)
5423,007091,东兴兴福一年定开债券
5424,007092,鑫元中债3-5年国开债指数A
5425,007093,鑫元中债3-5年国开债指数C
5426,007094,建信中债国开行债A
5427,007095,建信中债国开行债C
5428,007096,大成沪深300指数C
5429,007097,汇添富中债1-3年国开债A
5430,007098,汇添富中债1-3年国开债C
5431,007099,安信尊享添益债券C
5432,007100,中银添利债券发起E
5433,007101,中欧远见两年定开混合C
5434,007102,民生加银添鑫纯债A
5435,007103,民生加银添鑫纯债C
5436,007104,易方达恒利定期开放债券
5437,007105,国泰丰鑫纯债债券
5438,007107,太平MSCI香港价值增强A
5439,007108,太平MSCI香港价值增强C
5440,007109,南方沪港深核心优势混合
5441,007110,国投瑞银港股通混合A
5442,007111,前海联合国民健康混合C
5443,007113,永赢高端制造混合A
5444,007114,永赢高端制造混合C
5445,007115,金元顺安桉盛债券C
5446,007116,华宝政金债债券
5447,007117,华泰紫金丰泰纯债发起A
5448,007118,华泰紫金丰泰纯债发起C
5449,007119,睿远成长价值混合A
5450,007120,睿远成长价值混合C
5451,007121,中加裕盈纯债债券
5452,007122,工银1-3年国开债指数A
5453,007123,工银1-3年国开债指数C
5454,007124,工银1-3年农发债指数A
5455,007125,工银1-3年农发债指数C
5456,007126,博道远航混合A
5457,007127,博道远航混合C
5458,007128,天弘增强回报债券A
5459,007129,天弘增强回报债券C
5460,007130,中庚小盘价值股票
5461,007132,长城港股通混合
5462,007133,嘉实长青竞争优势股票A
5463,007134,嘉实长青竞争优势股票C
5464,007135,广发中证100ETF联接A
5465,007136,广发中证100ETF联接C
5466,007137,鹏扬元合量化大盘A
5467,007138,鹏扬元合量化大盘C
5468,007139,富国民裕进取沪港深成长A
5469,007140,富国全球债券(QDII)美元现汇
5470,007141,嘉合稳健增长混合A
5471,007142,嘉合稳健增长混合C
5472,007143,国投瑞银沪深300量化A
5473,007144,国投瑞银沪深300量化C
5474,007145,泰康安和纯债6个月定开债券
5475,007146,鹏华研究智选混合
5476,007147,博时中债1-3年国开行A
5477,007148,博时中债1-3年国开行C
5478,007149,南方初元中短债A
5479,007150,南方初元中短债C
5480,007151,前海开源沪港深聚瑞混合
5481,007152,诺德策略精选
5482,007153,汇添富中证银行ETF联接A
5483,007154,汇添富中证银行ETF联接C
5484,007155,银河中债央企20债券指数
5485,007158,平安合盛定开债
5486,007159,南方稳健养老(FOF)A
5487,007160,南方稳健养老(FOF)C
5488,007161,南方恒庆一年定开债A
5489,007162,南方恒庆一年定开债C
5490,007163,浦银安盛环保新能源A
5491,007164,浦银安盛环保新能源C
5492,007165,华夏中债1-3年政金债指数A
5493,007166,华夏中债1-3年政金债指数C
5494,007167,华安安和债券A
5495,007168,华安安和债券C
5496,007169,易方达中债1-3年国开债A
